801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,850
834,856
835,859
836,862
837,865
838,0
839,874
840,0
841,877
842,883
843,886
844,895
845,904
846,910
847,916
848,919
849,922
850,87
851,0
852,0
853,117
854,0
855,0
856,11
857,853
858,0
859,61
860,0
861,0
862,78
863,0
864,0
865,85
866,0
867,0
868,55
869,0
870,0
871,45
872,0
873,0
874,75
875,871
876,868
877,91
878,0
879,0
880,49
881,0
882,0
883,96
884,0
885,880
886,102
887,0
888,0
889,67
890,0
891,0
892,83
893,0
894,0
895,24
896,892
897,889
898,110
899,0
900,0
901,104
902,0
903,0
904,37
905,901
906,898
907,100
908,0
909,0
910,18
911,907
912,0
913,106
914,0
915,0
916,31
917,913
918,0
919,42
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,919
1016,65533
1017,2053
1018,833
1019,32
1020,919
1021,65535
1022,6666
1023,0
